ts_anglevertical,anglevertical,ts_charge,charge,ts_co2,co2,ts_humidity,humidity,ts_illumination,illumination,ts_noise,noise,ts_powerstate,powerstate,ts_temperature,temperature,ts_timestamp,timestamp,ts_type,type
2022-08-10 03:35:25,89,2022-08-10 03:35:25,95,2022-08-10 03:35:25,601,2022-08-10 03:35:25,44,2022-08-10 03:35:25,0,2022-08-10 03:35:25,46,2022-08-10 03:35:25,1,2022-08-10 03:35:25,27.7,2022-08-10 03:35:25,1577963131,2022-08-10 03:35:25,normal
2022-08-10 03:40:25,89,2022-08-10 03:40:25,95,2022-08-10 03:40:25,591,2022-08-10 03:40:25,44,2022-08-10 03:40:25,0,2022-08-10 03:40:25,47,2022-08-10 03:40:25,1,2022-08-10 03:40:25,27.6,2022-08-10 03:40:25,1577963431,2022-08-10 03:40:25,normal
2022-08-10 03:45:25,90,2022-08-10 03:45:25,95,2022-08-10 03:45:25,594,2022-08-10 03:45:25,44,2022-08-10 03:45:25,0,2022-08-10 03:45:25,47,2022-08-10 03:45:25,1,2022-08-10 03:45:25,27.6,2022-08-10 03:45:25,1577963731,2022-08-10 03:45:25,normal
2022-08-10 03:50:25,89,2022-08-10 03:50:25,95,2022-08-10 03:50:25,579,2022-08-10 03:50:25,44,2022-08-10 03:50:25,0,2022-08-10 03:50:25,46,2022-08-10 03:50:25,1,2022-08-10 03:50:25,27.6,2022-08-10 03:50:25,1577964031,2022-08-10 03:50:25,normal
2022-08-10 03:55:25,90,2022-08-10 03:55:25,95,2022-08-10 03:55:25,591,2022-08-10 03:55:25,44,2022-08-10 03:55:25,0,2022-08-10 03:55:25,47,2022-08-10 03:55:25,1,2022-08-10 03:55:25,27.6,2022-08-10 03:55:25,1577964331,2022-08-10 03:55:25,normal
2022-08-10 04:00:25,89,2022-08-10 04:00:25,95,2022-08-10 04:00:25,604,2022-08-10 04:00:25,44,2022-08-10 04:00:25,0,2022-08-10 04:00:25,46,2022-08-10 04:00:25,1,2022-08-10 04:00:25,27.6,2022-08-10 04:00:25,1577964631,2022-08-10 04:00:25,normal
2022-08-10 04:05:25,90,2022-08-10 04:05:25,95,2022-08-10 04:05:25,602,2022-08-10 04:05:25,44,2022-08-10 04:05:25,0,2022-08-10 04:05:25,47,2022-08-10 04:05:25,1,2022-08-10 04:05:25,27.6,2022-08-10 04:05:25,1577964931,2022-08-10 04:05:25,normal
2022-08-10 04:10:25,89,2022-08-10 04:10:25,95,2022-08-10 04:10:25,582,2022-08-10 04:10:25,44,2022-08-10 04:10:25,0,2022-08-10 04:10:25,47,2022-08-10 04:10:25,1,2022-08-10 04:10:25,27.6,2022-08-10 04:10:25,1577965231,2022-08-10 04:10:25,normal
2022-08-10 04:15:25,90,2022-08-10 04:15:25,95,2022-08-10 04:15:25,602,2022-08-10 04:15:25,44,2022-08-10 04:15:25,0,2022-08-10 04:15:25,47,2022-08-10 04:15:25,1,2022-08-10 04:15:25,27.6,2022-08-10 04:15:25,1577965531,2022-08-10 04:15:25,normal
2022-08-10 04:20:25,89,2022-08-10 04:20:25,95,2022-08-10 04:20:25,606,2022-08-10 04:20:25,44,2022-08-10 04:20:25,0,2022-08-10 04:20:25,47,2022-08-10 04:20:25,1,2022-08-10 04:20:25,27.6,2022-08-10 04:20:25,1577965831,2022-08-10 04:20:25,normal
2022-08-10 04:25:26,89,2022-08-10 04:25:26,95,2022-08-10 04:25:26,594,2022-08-10 04:25:26,44,2022-08-10 04:25:26,0,2022-08-10 04:25:26,47,2022-08-10 04:25:26,1,2022-08-10 04:25:26,27.6,2022-08-10 04:25:26,1577966131,2022-08-10 04:25:26,normal
2022-08-10 04:30:25,90,2022-08-10 04:30:25,95,2022-08-10 04:30:25,597,2022-08-10 04:30:25,44,2022-08-10 04:30:25,0,2022-08-10 04:30:25,46,2022-08-10 04:30:25,1,2022-08-10 04:30:25,27.5,2022-08-10 04:30:25,1577966431,2022-08-10 04:30:25,normal
2022-08-10 04:35:25,89,2022-08-10 04:35:25,95,2022-08-10 04:35:25,587,2022-08-10 04:35:25,44,2022-08-10 04:35:25,2,2022-08-10 04:35:25,47,2022-08-10 04:35:25,1,2022-08-10 04:35:25,27.5,2022-08-10 04:35:25,1577966731,2022-08-10 04:35:25,normal
2022-08-10 04:40:25,90,2022-08-10 04:40:25,95,2022-08-10 04:40:25,597,2022-08-10 04:40:25,44,2022-08-10 04:40:25,2,2022-08-10 04:40:25,47,2022-08-10 04:40:25,1,2022-08-10 04:40:25,27.6,2022-08-10 04:40:25,1577967031,2022-08-10 04:40:25,normal
